Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,GR_clipped,GR_median_7,GR_median_9,GR_median_11,GR_median_15
5,B5 LM,NEWBY,2986.5,32.92,0.947,1.4,3.1,4.8,2,0.767,32.92,32.92,34.06,34.97,35.15
5,B5 LM,NEWBY,2987,30.87,0.927,0.8,2.6,4.9,2,0.744,30.87,32.92,34.06,35.15,35.15
6,B5 LM,NEWBY,2987.5,30.25,0.894,-0.4,3.3,4.9,2,0.721,30.25,32.92,34.06,35.15,35.49
6,B5 LM,NEWBY,2988,31.22,0.846,-1.4,5.5,4.9,2,0.698,31.22,32.92,34.06,35.15,35.91
6,B5 LM,NEWBY,2988.5,34.06,0.78,-1.9,7.95,4.8,2,0.674,34.06,34.06,34.06,35.15,35.49
6,B5 LM,NEWBY,2989,35.49,0.704,-2.8,9.8,4.8,2,0.651,35.49,35.49,35.49,35.49,35.15
6,B5 LM,NEWBY,2989.5,36.73,0.617,-3.2,10.7,4.9,2,0.628,36.73,35.91,35.91,35.49,35.15
9,B5 LM,NEWBY,2990,37.54,0.542,-4.8,12.2,4.8,2,0.605,37.54,35.97,35.91,35.49,35.49
9,B5 LM,NEWBY,2990.5,35.97,0.48,-5.7,14.35,4.7,2,0.581,35.97,35.97,35.91,35.83,35.65
9,B5 LM,NEWBY,2991,35.91,0.433,-6.2,16.4,4.7,2,0.558,35.91,35.97,35.91,35.83,35.83
9,B5 LM,NEWBY,2991.5,36.21,0.396,-7,17.3,4.7,2,0.535,36.21,35.91,35.91,35.91,35.91
9,B5 LM,NEWBY,2992,34.79,0.371,-7.1,17.45,4.6,2,0.512,34.79,35.83,35.91,35.97,35.97
9,B5 LM,NEWBY,2992.5,34.92,0.358,-7.1,17.75,4.6,2,0.488,34.92,35.83,35.91,35.97,36.21
9,B5 LM,NEWBY,2993,35.83,0.358,-6.2,17.6,4.6,2,0.465,35.83,35.83,35.91,35.97,36.73
9,B5 LM,NEWBY,2993.5,35.65,0.367,-4.9,16.65,4.6,2,0.442,35.65,35.83,36.21,36.21,37.54
9,B5 LM,NEWBY,2994,37.74,0.375,-5.3,15.95,4.6,2,0.419,37.74,37.74,37.74,37.74,37.74
9,B5 LM,NEWBY,2994.5,41.79,0.377,-5,14.9,4.5,2,0.395,41.79,41.79,41.79,41.79,41.79
9,B5 LM,NEWBY,2995,46.41,0.369,-5.1,14.35,4.5,2,0.372,46.41,46.41,46.41,46.41,46.41
9,B5 LM,NEWBY,2995.5,51.44,0.356,-6.1,14.95,4.5,2,0.349,51.44,50.39,50,50,50
9,B5 LM,NEWBY,2996,54.21,0.344,-5.8,16.1,4.5,2,0.326,54.21,50.39,50.39,50.39,50.39
9,B5 LM,NEWBY,2996.5,52.96,0.34,-5.3,17.45,4.6,2,0.302,52.96,51.44,51.44,51.44,51.44
9,B5 LM,NEWBY,2997,50.39,0.346,-4.2,18.3,4.6,2,0.279,50.39,52.96,52.96,52.96,52.96
9,B5 LM,NEWBY,2997.5,50,0.36,-3.7,17.55,4.6,2,0.256,50,54.21,54.21,54.21,54.21
9,B5 LM,NEWBY,2998,60.82,0.384,-3.8,15.2,4.7,2,0.233,60.82,60.82,60.82,60.82,60.82
9,B5 LM,NEWBY,2998.5,99.31,0.418,-3.4,11.6,4.6,2,0.209,99.31,99.31,99.31,99.31,99.31
6,B5 LM,NEWBY,2999,166.94,0.464,-2.5,8.25,4.6,2,0.186,150,166.94,166.94,166.94,166.94
6,B5 LM,NEWBY,2999.5,235.25,0.526,-0.1,5.85,4.6,2,0.163,150,235.25,235.25,208.53,166.94
6,B5 LM,NEWBY,3000,285.47,0.599,3,4.6,4.4,2,0.14,150,252.41,235.25,208.53,166.94
6,B5 LM,NEWBY,3000.5,305.87,0.666,4.4,4.8,4.3,2,0.116,150,252.41,235.25,208.53,166.94
6,B5 LM,NEWBY,3001,291.37,0.703,4.9,5.05,4.2,2,0.093,150,252.41,235.25,208.53,166.94
6,B5 LM,NEWBY,3001.5,252.41,0.7,4.2,5.9,3.9,2,0.07,150,252.41,235.25,208.53,166.94
8,B5 LM,NEWBY,3002,208.53,0.669,0.3,10.15,3.6,2,0.047,150,208.53,208.53,208.53,166.94
5,B5 LM,NEWBY,3002.5,169.07,0.631,-0.2,15,3.4,2,0.023,150,169.07,169.07,169.07,166.94
3,C SH,NEWBY,3003,136.52,0.594,2.5,17.75,3.4,1,1,136.52,136.52,136.52,136.52,136.52
3,C SH,NEWBY,3003.5,108.53,0.561,6.2,20.7,3.3,1,0.976,108.53,108.53,108.53,108.53,108.53
3,C SH,NEWBY,3004,89.16,0.533,10.4,19.6,3.4,1,0.951,89.16,89.16,89.16,89.16,89.16
3,C SH,NEWBY,3004.5,80.39,0.513,13.5,18.25,3.5,1,0.927,80.39,80.39,80.39,80.39,80.39
3,C SH,NEWBY,3005,78.07,0.501,14.3,18.05,3.6,1,0.902,78.07,78.07,78.07,78.07,78.07
3,C SH,NEWBY,3005.5,76.31,0.496,13.7,18.35,3.6,1,0.878,76.31,76.31,76.31,76.31,76.31
3,C SH,NEWBY,3006,72.35,0.497,13.2,18.6,3.7,1,0.854,72.35,75.05,75.05,75.05,75.05
3,C SH,NEWBY,3006.5,74.77,0.504,11.8,19.3,3.7,1,0.829,74.77,74.77,74.77,74.77,74.77
3,C SH,NEWBY,3007,75.05,0.515,11.5,19.55,3.8,1,0.805,75.05,72.35,72.35,72.35,72.35
3,C SH,NEWBY,3007.5,71.98,0.529,10.5,19.35,3.8,1,0.78,71.98,71.98,71.98,71.98,72.35
3,C SH,NEWBY,3008,71.05,0.542,10.4,17.9,3.7,1,0.756,71.05,71.05,71.05,71.05,72.35
3,C SH,NEWBY,3008.5,68.96,0.549,10.7,15.75,3.7,1,0.732,68.96,68.96,68.96,71.05,72.35
2,C SH,NEWBY,3009,64.84,0.554,10.6,13.6,3.6,1,0.707,64.84,68.59,68.96,71.05,72.35
2,C SH,NEWBY,3009.5,65.22,0.558,10.6,12.6,3.6,1,0.683,65.22,68.59,68.96,71.05,72.35
2,C SH,NEWBY,3010,66.6,0.565,10.8,13.5,3.5,1,0.659,66.6,68.59,68.96,71.05,71.98
2,C SH,NEWBY,3010.5,68.59,0.574,12.4,14.6,3.5,1,0.634,68.59,68.59,68.96,71.05,71.91
2,C SH,NEWBY,3011,73.44,0.585,12.6,16.7,3.5,1,0.61,73.44,73.44,73.44,71.91,71.05
2,C SH,NEWBY,3011.5,76.76,0.595,14.4,16.7,3.4,1,0.585,76.76,76.76,73.44,71.91,68.96
2,C SH,NEWBY,3012,78.76,0.603,14.2,16.6,3.4,1,0.561,78.76,76.76,73.44,71.91,68.59
2,C SH,NEWBY,3012.5,80.33,0.607,12.5,16.15,3.6,1,0.537,80.33,76.76,73.44,71.91,68.44
2,C SH,NEWBY,3013,77.14,0.613,9.8,15.7,3.7,1,0.512,77.14,76.76,73.44,71.91,68.44
2,C SH,NEWBY,3013.5,71.91,0.621,9.5,13.95,3.7,1,0.488,71.91,71.91,71.91,71.91,68.44
2,C SH,NEWBY,3014,68.44,0.631,8.8,13,3.8,1,0.463,68.44,68.44,68.44,68.44,68.59
2,C SH,NEWBY,3014.5,64.99,0.64,10.6,11.3,3.8,1,0.439,64.99,66.29,67.6,67.6,68.87
2,C SH,NEWBY,3015,64.47,0.643,8.6,12.1,3.7,1,0.415,64.47,66.29,67.43,67.6,68.87
2,C SH,NEWBY,3015.5,64.96,0.632,9.1,12.15,3.6,1,0.39,64.96,66.29,67.43,67.6,68.87
2,C SH,NEWBY,3016,66.29,0.609,9.9,12.55,3.4,1,0.366,66.29,66.29,67.43,67.6,68.87
2,C SH,NEWBY,3016.5,67.6,0.577,10.4,12.8,3.4,1,0.341,67.6,67.43,67.43,67.6,68.87
2,C SH,NEWBY,3017,67.43,0.545,8,15.8,3.3,1,0.317,67.43,67.6,67.6,67.6,68.87
2,C SH,NEWBY,3017.5,68.87,0.52,5.8,19.5,3.2,1,0.293,68.87,68.87,68.87,68.87,68.87
2,C SH,NEWBY,3018,73.88,0.502,6.1,21.45,3.3,1,0.268,73.88,73.88,73.88,73.88,73.88
2,C SH,NEWBY,3018.5,77.89,0.49,6.5,23.15,3.4,1,0.244,77.89,77.89,77.89,77.89,73.88
2,C SH,NEWBY,3019,83.49,0.484,6.3,23.15,3.4,1,0.22,83.49,83.49,82.18,77.89,73.88
2,C SH,NEWBY,3019.5,87.98,0.484,9.9,21.65,3.4,1,0.195,87.98,83.49,82.18,77.89,73.88
2,C SH,NEWBY,3020,86.45,0.497,9.5,21.25,3.4,1,0.171,86.45,83.49,82.18,77.89,73.88
2,C SH,NEWBY,3020.5,86.29,0.521,10.3,19.95,3.4,1,0.146,86.29,83.49,82.18,77.89,73.88
2,C SH,NEWBY,3021,82.18,0.565,14.1,17.95,3.6,1,0.122,82.18,82.18,82.18,77.89,73.88
2,C SH,NEWBY,3021.5,77.07,0.621,8.9,20.65,3.5,1,0.098,77.07,77.07,77.07,77.07,73.88
2,C SH,NEWBY,3022,72.45,0.689,8.5,21.65,3.8,1,0.073,72.45,72.45,72.45,72.45,72.45
2,C SH,NEWBY,3022.5,63.1,0.753,4.9,20.55,3.8,1,0.049,63.1,63.1,63.1,63.1,63.1
2,C SH,NEWBY,3023,49.23,0.806,-1.4,15.3,3.9,1,0.024,49.23,49.23,49.23,49.23,49.23
8,C LM,NEWBY,3023.5,37.7,0.852,0.8,9,4.3,2,1,37.7,37.7,37.7,37.7,37.7
8,C LM,NEWBY,3024,26.37,0.89,2.4,6.1,4.5,2,0.989,26.37,26.37,26.37,26.37,37.7
6,C LM,NEWBY,3024.5,19.57,0.916,0.6,7,4.5,2,0.978,19.57,19.57,25.62,26.37,37.7
6,C LM,NEWBY,3025,17.32,0.916,0.4,7,4.3,2,0.966,17.32,19.57,25.62,26.37,37.7
6,C LM,NEWBY,3025.5,17.09,0.891,0.2,6.1,4.1,2,0.955,17.09,19.57,25.62,26.37,37.7
6,C LM,NEWBY,3026,19.53,0.856,-0.1,5.75,3.9,2,0.944,19.53,19.57,25.62,26.37,37.7
6,C LM,NEWBY,3026.5,25.62,0.826,0.7,6.25,3.7,2,0.933,25.62,25.62,25.62,26.37,37.7
6,C LM,NEWBY,3027,33.05,0.808,2.5,7.85,3.5,2,0.921,33.05,33.05,33.05,33.05,37.7
6,C LM,NEWBY,3027.5,42.69,0.796,5.2,9.9,3.4,2,0.91,42.69,42.69,40.54,38.91,38.84
6,C LM,NEWBY,3028,47.37,0.786,6.1,10.75,3.4,2,0.899,47.37,42.69,40.54,39.62,38.84
6,C LM,NEWBY,3028.5,47.9,0.781,6,9.9,3.5,2,0.888,47.9,42.69,40.54,39.62,38.84
6,C LM,NEWBY,3029,45.19,0.787,4.5,8.95,3.6,2,0.876,45.19,42.69,40.54,39.62,38.84
6,C LM,NEWBY,3029.5,40.54,0.812,3.5,8.55,3.7,2,0.865,40.54,40.54,40.54,39.62,38.84
6,C LM,NEWBY,3030,38.91,0.851,2.7,8.45,3.8,2,0.854,38.91,39.62,39.62,39.62,38.91
6,C LM,NEWBY,3030.5,39.62,0.898,2.2,8.1,4.1,2,0.843,39.62,38.91,38.91,38.91,39.62
6,C LM,NEWBY,3031,38.84,0.936,2.7,6.85,4,2,0.831,38.84,38.84,38.84,38.91,40.54
6,C LM,NEWBY,3031.5,37.8,0.961,1,6,4.2,2,0.82,37.8,37.8,38.84,38.91,39.62
6,C LM,NEWBY,3032,35.03,0.979,0.2,5.1,4.2,2,0.809,35.03,37.8,38.84,38.91,38.91
6,C LM,NEWBY,3032.5,33.44,0.999,-0.3,4.95,4.1,2,0.798,33.44,37.8,38.84,38.84,38.84
6,C LM,NEWBY,3033,36.21,1.024,0.1,5.75,3.9,2,0.787,36.21,37.8,38.84,38.84,38.84
6,C LM,NEWBY,3033.5,40.89,1.05,1.4,6.8,3.9,2,0.775,40.89,38.84,37.8,37.8,37.8
6,C LM,NEWBY,3034,43.3,1.063,2.6,7.4,3.9,2,0.764,43.3,38.84,36.21,36.21,37.8
6,C LM,NEWBY,3034.5,43.27,1.06,1.9,7.05,3.7,2,0.753,43.27,38.84,36.21,36.21,37.8
6,C LM,NEWBY,3035,38.84,1.048,0.3,5.45,3.8,2,0.742,38.84,38.84,37.35,37.35,37.8
6,C LM,NEWBY,3035.5,35.26,1.04,-1,4.6,4,2,0.73,35.26,37.35,38.84,38.84,38.84
6,C LM,NEWBY,3036,31.52,1.039,-1,4.4,3.9,2,0.719,31.52,37.35,38.84,39.69,39.69
6,C LM,NEWBY,3036.5,34.32,1.042,0.4,4.7,3.9,2,0.708,34.32,37.35,38.84,39.69,40.89
6,C LM,NEWBY,3037,37.35,1.043,1.5,5.65,4,2,0.697,37.35,37.35,38.84,39.69,43.08
6,C LM,NEWBY,3037.5,39.69,1.035,2.4,6.4,4,2,0.685,39.69,39.69,39.69,39.69,43.27
6,C LM,NEWBY,3038,43.08,1.024,2.1,7.05,3.9,2,0.674,43.08,43.08,43.08,43.08,43.27
6,C LM,NEWBY,3038.5,46.27,1.015,1.5,7.15,3.8,2,0.663,46.27,46.27,46.27,46.27,46.27
6,C LM,NEWBY,3039,47.77,1.009,1,7.4,3.8,2,0.652,47.77,47.77,47.77,47.77,47.77
6,C LM,NEWBY,3039.5,49.96,1.008,0.3,7.45,3.9,2,0.64,49.96,49.96,49.96,49.18,47.77
6,C LM,NEWBY,3040,51.09,1.008,1.3,6.65,4,2,0.629,51.09,50.21,49.96,49.18,48.61
6,C LM,NEWBY,3040.5,50.21,1.007,1.6,5.7,4.1,2,0.618,50.21,50.21,49.96,49.18,48.64
6,C LM,NEWBY,3041,50.4,1.003,2,5.5,4.1,2,0.607,50.4,50.21,49.96,49.18,49.18
6,C LM,NEWBY,3041.5,50.99,0.994,3.1,5.75,4.2,2,0.596,50.99,50.21,49.96,49.96,49.96
6,C LM,NEWBY,3042,49.18,0.973,3.4,6.6,4.2,2,0.584,49.18,49.18,50.21,50.21,50.21
6,C LM,NEWBY,3042.5,48.64,0.94,4.1,6.85,4.1,2,0.573,48.64,49.18,50.21,50.4,50.4
6,C LM,NEWBY,3043,47.11,0.909,3.9,7.25,4,2,0.562,47.11,49.18,50.4,50.4,50.99
6,C LM,NEWBY,3043.5,48.61,0.889,2.9,7.85,3.9,2,0.551,48.61,49.18,50.99,50.99,51.09
4,C LM,NEWBY,3044,55.32,0.888,3,8.3,3.9,2,0.539,55.32,55.32,55.32,55.32,53.89
4,C LM,NEWBY,3044.5,60.5,0.907,4.2,9,3.9,2,0.528,60.5,60.5,60.5,60.5,55.32
6,C LM,NEWBY,3045,69.16,0.939,6.3,9.45,4,2,0.517,69.16,69.16,63.2,60.5,56.2
6,C LM,NEWBY,3045.5,77.53,0.979,6.6,8,4.2,2,0.506,77.53,69.16,63.2,60.5,60.5
6,C LM,NEWBY,3046,76.88,1.022,4.3,6.15,4.4,2,0.494,76.88,69.16,63.2,63.2,63.2
9,C LM,NEWBY,3046.5,70.4,1.064,2.4,4,4.4,2,0.483,70.4,69.16,69.16,69.16,69.16
9,C LM,NEWBY,3047,63.2,1.101,1.4,2.4,4.3,2,0.472,63.2,70.4,70.4,70.4,70.4
9,C LM,NEWBY,3047.5,53.89,1.118,-0.4,2.3,4.2,2,0.461,53.89,70.4,76.88,76.88,76.88
9,C LM,NEWBY,3048,56.2,1.107,-1.2,2.7,4.2,2,0.449,56.2,70.4,76.88,77.53,77.53
6,C LM,NEWBY,3048.5,78.23,1.074,-0.4,3.1,4.1,2,0.438,78.23,78.23,78.23,78.23,78.23
6,C LM,NEWBY,3049,112.92,1.022,-0.8,5.1,4.1,2,0.427,112.92,112.92,112.92,112.92,108.85
6,C LM,NEWBY,3049.5,144.15,0.963,0.4,7.7,4.1,2,0.416,144.15,140.93,122.45,112.92,108.85
4,C LM,NEWBY,3050,157.21,0.899,4.1,9.95,4.4,2,0.404,150,140.93,122.45,112.92,108.85
5,C LM,NEWBY,3050.5,152.6,0.839,5.6,11.4,4.2,2,0.393,150,140.93,122.45,112.92,108.85
4,C LM,NEWBY,3051,140.93,0.792,6.1,12.25,4.1,2,0.382,140.93,140.93,122.45,112.92,108.85
4,C LM,NEWBY,3051.5,122.45,0.761,6.6,13.3,4,2,0.371,122.45,122.45,122.45,112.92,108.85
4,C LM,NEWBY,3052,110.67,0.748,7.5,15.15,3.9,2,0.36,110.67,110.67,110.67,110.67,108.85
4,C LM,NEWBY,3052.5,108.85,0.754,7.3,15.85,3.6,2,0.348,108.85,108.85,108.85,108.85,108.85
4,C LM,NEWBY,3053,105.74,0.775,8.5,16.05,3.6,2,0.337,105.74,105.74,105.74,105.74,105.74
4,C LM,NEWBY,3053.5,100.04,0.803,9.5,16.85,3.7,2,0.326,100.04,100.04,100.04,100.04,100.04
4,C LM,NEWBY,3054,92.64,0.828,9.5,16.05,3.9,2,0.315,92.64,92.64,92.64,92.64,92.64
6,C LM,NEWBY,3054.5,80.47,0.841,6.8,12.5,4,2,0.303,80.47,80.47,80.47,80.47,80.47
6,C LM,NEWBY,3055,66.94,0.838,4,8,4.2,2,0.292,66.94,66.94,66.94,66.94,66.94
6,C LM,NEWBY,3055.5,54.06,0.823,1.9,5.45,4.3,2,0.281,54.06,59.88,59.88,59.88,59.88
6,C LM,NEWBY,3056,47.87,0.797,0.7,4.85,4.4,2,0.27,47.87,59.88,59.88,59.88,59.88
6,C LM,NEWBY,3056.5,49.34,0.763,2.3,4.85,4.1,2,0.258,49.34,59.88,59.88,59.88,59.88
8,C LM,NEWBY,3057,59.88,0.721,3.2,7.2,3.9,2,0.247,59.88,59.88,59.88,59.88,59.88
3,A1 SH,CHURCHMAN BIBLE,2917.5,63.5,0.705,4.916,12.174,3.162,1,1,63.5,63.5,63.5,63.5,63.5
3,A1 SH,CHURCHMAN BIBLE,2918,80.875,0.709,7.514,13.286,2.932,1,0.95,80.875,79.438,77.5,72.75,72.75
3,A1 SH,CHURCHMAN BIBLE,2918.5,87.813,0.7,7.785,13.212,2.953,1,0.9,87.813,79.438,77.5,76.563,74.25
3,A1 SH,CHURCHMAN BIBLE,2919,86.75,0.685,7.547,13.547,3.42,1,0.85,86.75,79.438,77.5,77.5,74.25
3,A1 SH,CHURCHMAN BIBLE,2919.5,79.438,0.669,5.912,12.252,3.324,1,0.8,79.438,79.438,79.438,77.5,74.25
2,A1 SH,CHURCHMAN BIBLE,2920,77.5,0.658,4.537,11.332,3.324,1,0.75,77.5,79.438,79.438,77.5,74.25
2,A1 SH,CHURCHMAN BIBLE,2920.5,72.75,0.658,3.974,11.114,3.127,1,0.7,72.75,77.5,77.5,77.5,74.25
2,A1 SH,CHURCHMAN BIBLE,2921,76.563,0.671,4.98,14.746,2.818,1,0.65,76.563,76.563,76.563,76.563,74.25
2,A1 SH,CHURCHMAN BIBLE,2921.5,79.625,0.686,4.552,18.202,2.684,1,0.6,79.625,74.25,74.25,74.25,74.25
1,A1 SH,CHURCHMAN BIBLE,2922,74.25,0.687,3.621,17.961,2.557,1,0.55,74.25,72.75,72.75,72.75,72.75
1,A1 SH,CHURCHMAN BIBLE,2922.5,71,0.679,1.003,14.769,2.787,1,0.5,71,71,71,71.563,71.563
1,A1 SH,CHURCHMAN BIBLE,2923,67.438,0.66,0.746,11.998,2.795,1,0.45,67.438,70,71,71,71
1,A1 SH,CHURCHMAN BIBLE,2923.5,70,0.643,1.838,10.809,2.635,1,0.4,70,70,70.125,70.125,70.125
1,A1 SH,CHURCHMAN BIBLE,2924,66.438,0.644,2.744,11.025,2.621,1,0.35,66.438,70,70,70,70
1,A1 SH,CHURCHMAN BIBLE,2924.5,67.25,0.652,2.922,11.776,2.59,1,0.3,67.25,69.25,69.25,69.25,69.25
1,A1 SH,CHURCHMAN BIBLE,2925,71.563,0.661,3.286,12.485,2.9,1,0.25,71.563,69.25,67.438,67.438,67.438
1,A1 SH,CHURCHMAN BIBLE,2925.5,70.125,0.68,5.487,13.312,3.063,1,0.2,70.125,67.25,67.25,67.25,67.25
3,A1 SH,CHURCHMAN BIBLE,2926,69.25,0.734,4.784,13.527,3.01,1,0.1,69.25,67.25,66.438,66.438,66.438
3,A1 SH,CHURCHMAN BIBLE,2926.5,65.625,0.77,1.439,10.182,3.277,1,0.05,65.625,65.625,65.625,65.625,65.625
8,A1 LM,CHURCHMAN BIBLE,2927,53.125,0.826,1.122,4.835,4.008,2,1,53.125,53.125,53.125,53.125,53.125
8,A1 LM,CHURCHMAN BIBLE,2927.5,40.25,0.873,-1.021,5.318,4.52,2,0.989,40.25,40.25,40.25,40.25,40.688
8,A1 LM,CHURCHMAN BIBLE,2928,33.625,0.906,0.046,4.788,4.375,2,0.978,33.625,39.594,39.969,40.25,40.688
8,A1 LM,CHURCHMAN BIBLE,2928.5,35.063,0.951,0.086,5.285,3.943,2,0.967,35.063,39.594,39.969,39.969,40.688
8,A1 LM,CHURCHMAN BIBLE,2929,35.844,0.99,-0.207,5.676,3.58,2,0.957,35.844,39.594,39.875,39.969,40.688
8,A1 LM,CHURCHMAN BIBLE,2929.5,39.594,1.003,-1.041,6.217,3.395,2,0.946,39.594,39.594,39.875,39.969,40.688
6,A1 LM,CHURCHMAN BIBLE,2930,39.969,0.994,-1.57,6.599,3.467,2,0.935,39.969,39.875,39.875,39.969,40.688
6,A1 LM,CHURCHMAN BIBLE,2930.5,40.688,0.984,-1.863,6.306,3.547,2,0.924,40.688,39.969,39.969,39.969,40.688
6,A1 LM,CHURCHMAN BIBLE,2931,39.875,0.939,-1.698,5.214,3.799,2,0.913,39.875,40.688,40.688,40.688,40.688
6,A1 LM,CHURCHMAN BIBLE,2931.5,46.813,0.857,-0.436,4.88,4.273,2,0.902,46.813,46.813,46.813,46.813,46.813
5,A1 LM,CHURCHMAN BIBLE,2932,51.281,0.809,3.982,9.982,3.356,2,0.891,51.281,51.281,51.281,51.281,51.281
5,A1 LM,CHURCHMAN BIBLE,2932.5,67.188,0.791,4.184,18.863,2.783,2,0.88,67.188,67.188,67.188,67.188,51.281
3,A1 LM,CHURCHMAN BIBLE,2933,71.563,0.772,3.478,22.157,2.416,2,0.87,71.563,71.563,71.563,67.188,51.281
3,A1 LM,CHURCHMAN BIBLE,2933.5,75.375,0.746,-0.136,20.595,2.496,2,0.859,75.375,75.375,71.563,67.188,51.281
4,A1 LM,CHURCHMAN BIBLE,2934,75.813,0.733,1.94,19.935,2.969,2,0.848,75.813,75.375,71.563,67.188,51.281
3,A1 LM,CHURCHMAN BIBLE,2934.5,79.375,0.73,2.966,20.96,2.967,2,0.837,79.375,75.375,71.563,67.188,51.344
3,A1 LM,CHURCHMAN BIBLE,2935,79.438,0.734,1.488,19.02,3.406,2,0.826,79.438,75.375,71.563,67.188,56.75
8,A1 LM,CHURCHMAN BIBLE,2935.5,64.438,0.762,-3.187,14.808,3.836,2,0.815,64.438,64.438,64.438,64.438,64.438
8,A1 LM,CHURCHMAN BIBLE,2936,49.438,0.798,-2.171,11.595,4.863,2,0.804,49.438,49.438,51.344,56.75,65.5
8,A1 LM,CHURCHMAN BIBLE,2936.5,41.031,0.817,0,9.082,4.516,2,0.793,41.031,49.438,51.344,56.75,65.5
8,A1 LM,CHURCHMAN BIBLE,2937,40.906,0.836,1.127,7.466,4.168,2,0.783,40.906,49.438,51.344,56.75,65.5
8,A1 LM,CHURCHMAN BIBLE,2937.5,43.156,0.865,1.022,7.133,3.955,2,0.772,43.156,49.438,51.344,56.75,65.5
8,A1 LM,CHURCHMAN BIBLE,2938,51.344,0.843,1.299,6.953,3.928,2,0.761,51.344,51.344,51.344,56.75,65.5
8,A1 LM,CHURCHMAN BIBLE,2938.5,56.75,0.78,1.37,7.37,3.953,2,0.75,56.75,56.75,56.75,56.75,65.5
8,A1 LM,CHURCHMAN BIBLE,2939,65.5,0.722,2.225,8.225,3.93,2,0.739,65.5,65.5,65.5,65.5,65.5
8,A1 LM,CHURCHMAN BIBLE,2939.5,74.813,0.661,3.038,9.266,3.586,2,0.728,74.813,74.813,74.813,74.813,74.813
6,A1 LM,CHURCHMAN BIBLE,2940,92.188,0.613,4.283,10.511,3.299,2,0.717,92.188,92.188,90.375,82.063,76.313
6,A1 LM,CHURCHMAN BIBLE,2940.5,104.063,0.59,4.306,12.247,3.088,2,0.707,104.063,92.188,90.375,82.063,79.375
6,A1 LM,CHURCHMAN BIBLE,2941,103.563,0.58,3.915,12.54,3.211,2,0.696,103.563,92.188,90.375,82.063,79.375
6,A1 LM,CHURCHMAN BIBLE,2941.5,99.188,0.573,3.866,13.175,3.232,2,0.685,99.188,92.188,90.375,82.063,79.375
6,A1 LM,CHURCHMAN BIBLE,2942,90.375,0.595,6.423,13.792,2.979,2,0.663,90.375,90.375,90.375,82.063,79.375
6,A1 LM,CHURCHMAN BIBLE,2942.5,82.063,0.625,6.823,12.367,3.094,2,0.652,82.063,82.063,82.063,82.063,79.375
4,A1 LM,CHURCHMAN BIBLE,2943,79.375,0.677,5.522,10.493,3.104,2,0.641,79.375,80.063,80.063,80.063,79.375
4,A1 LM,CHURCHMAN BIBLE,2943.5,76.313,0.739,4.471,10.471,3.254,2,0.63,76.313,79.375,79.375,79.375,79.375
4,A1 LM,CHURCHMAN BIBLE,2944,80.063,0.799,4.584,11.041,3.326,2,0.62,80.063,76.313,76.313,76.313,76.313
4,A1 LM,CHURCHMAN BIBLE,2944.5,76.063,0.865,4.273,11.303,3.393,2,0.609,76.063,76.063,76.063,76.063,76.063
4,A1 LM,CHURCHMAN BIBLE,2945,65.25,0.923,2.835,9.519,3.52,2,0.598,65.25,65.25,65.25,65.25,65.25
6,A1 LM,CHURCHMAN BIBLE,2945.5,44.719,0.95,0.156,7.413,3.178,2,0.587,44.719,45.281,50.063,54.719,59.563
6,A1 LM,CHURCHMAN BIBLE,2946,36.531,0.955,-0.398,7.087,3.221,2,0.576,36.531,45.281,50.063,54.719,58.5
6,A1 LM,CHURCHMAN BIBLE,2946.5,34.656,0.956,0.531,7.672,3.186,2,0.565,34.656,45.281,50.063,54.719,58.281
6,A1 LM,CHURCHMAN BIBLE,2947,45.281,0.951,2.584,9.379,3.412,2,0.554,45.281,45.281,50.063,54.719,54.719
6,A1 LM,CHURCHMAN BIBLE,2947.5,50.063,0.951,4.121,9.893,3.484,2,0.543,50.063,50.063,50.063,50.063,50.063
6,A1 LM,CHURCHMAN BIBLE,2948,54.719,0.944,6.222,10.965,3.441,2,0.533,54.719,54.719,50.063,47.875,47.875
5,A1 LM,CHURCHMAN BIBLE,2948.5,58.5,0.935,6.938,11.909,3.547,2,0.522,58.5,54.719,50.063,47.875,45.281
5,A1 LM,CHURCHMAN BIBLE,2949,59.563,0.93,6.411,10.581,3.459,2,0.511,59.563,54.719,50.063,47.875,44.719
5,A1 LM,CHURCHMAN BIBLE,2949.5,58.281,0.918,3.905,8.302,3.83,2,0.5,58.281,54.719,50.063,47.875,44.219
6,A1 LM,CHURCHMAN BIBLE,2950,47.875,0.925,1.999,6.058,4.281,2,0.489,47.875,47.875,47.875,47.875,44.219
6,A1 LM,CHURCHMAN BIBLE,2950.5,44.156,0.937,0.353,6.581,4.652,2,0.478,44.156,44.156,44.219,44.219,44.219
6,A1 LM,CHURCHMAN BIBLE,2951,38.875,0.959,-0.667,6.819,4.5,2,0.467,38.875,44.156,44.156,44.156,44.156
6,A1 LM,CHURCHMAN BIBLE,2951.5,39.938,1.004,-1.114,6.827,4.105,2,0.457,39.938,40.563,40.563,40.563,43.594
8,A1 LM,CHURCHMAN BIBLE,2952,40.25,1.034,-0.248,6.547,4.094,2,0.446,40.25,40.25,40.25,40.563,43.594
8,A1 LM,CHURCHMAN BIBLE,2952.5,44.219,1.038,1.152,6.123,3.902,2,0.435,44.219,39.938,40.25,40.563,43.594
